,instance,process,time,value,constraint satisfaction,best known solution
76,bays29,MIQP,5.32864,2770.0,True,2020
77,bays29,MIQP,5.32939,2731.0,True,2020
78,bays29,MIQP,5.33007,2661.0,True,2020
79,bays29,MIQP,5.33079,2638.0,True,2020
80,bays29,MIQP,5.33451,2518.0,True,2020
81,bays29,MIQP,8.1352,2489.0,True,2020
82,bays29,MIQP,16.40647,2354.0,True,2020
83,bays29,QUBO,0.00091,17186.0,False,2020
84,bays29,QUBO,0.16343,3847.79,False,2020
85,bays29,QUBO,0.1729,2324.0,True,2020
86,bays29,QUBO,5.26746,2275.0,True,2020
87,bays29,QUBO,7.73231,2250.0,True,2020
88,bays29,QUBO,8.26868,2249.0,True,2020
89,bays29,QUBO,16.46442,2164.0,True,2020
90,berlin52,MILP,0.2316,16200.0,True,7542
91,berlin52,MILP,0.29993,9502.0,True,7542
92,berlin52,MILP,0.41398,7542.0,True,7542
93,berlin52,MILP,0.42586,7542.0,True,7542
94,berlin52,MIQP,0.00306,25833.0,True,7542
95,berlin52,MIQP,23.08978,24068.0,True,7542
96,berlin52,MIQP,23.09559,21423.0,True,7542
97,berlin52,MIQP,23.09832,21387.0,True,7542
98,berlin52,MIQP,23.10043,21284.0,True,7542
99,berlin52,MIQP,23.10253,20542.0,True,7542
100,berlin52,MIQP,23.1046,20495.0,True,7542
101,berlin52,MIQP,23.10666,20141.0,True,7542
102,berlin52,MIQP,23.10876,19672.0,True,7542
103,berlin52,MIQP,23.11087,18769.0,True,7542
104,berlin52,MIQP,23.113,18347.0,True,7542
105,berlin52,MIQP,23.11514,18304.0,True,7542
106,berlin52,MIQP,23.11724,17346.0,True,7542
107,berlin52,MIQP,23.11931,17001.0,True,7542
108,berlin52,MIQP,23.12141,16940.0,True,7542
109,berlin52,MIQP,23.12345,16411.0,True,7542
110,berlin52,MIQP,23.1255,15887.0,True,7542
111,berlin52,MIQP,23.12753,14975.0,True,7542
112,berlin52,MIQP,23.12959,14306.0,True,7542
113,berlin52,MIQP,23.13161,13925.0,True,7542
114,berlin52,MIQP,23.13368,13392.0,True,7542
115,berlin52,MIQP,23.13571,13387.0,True,7542
116,berlin52,MIQP,23.13775,13007.0,True,7542
117,berlin52,MIQP,26.86393,12291.0,True,7542
118,berlin52,MIQP,27.04624,12223.0,True,7542
119,berlin52,MIQP,28.04421,12170.0,True,7542
120,berlin52,MIQP,36.60044,12120.0,True,7542
121,berlin52,MIQP,36.96085,11915.0,True,7542
122,berlin52,MIQP,37.91561,11865.0,True,7542
123,berlin52,MIQP,39.41715,11751.0,True,7542
124,berlin52,MIQP,39.42064,11385.0,True,7542
125,berlin52,MIQP,39.42309,11322.0,True,7542
126,berlin52,MIQP,39.42711,11282.0,True,7542
127,berlin52,MIQP,40.4181,11239.0,True,7542
128,berlin52,MIQP,47.26115,11239.0,True,7542
129,berlin52,QUBO,0.00222,111030.0,False,7542
130,berlin52,QUBO,0.99251,23372.0,True,7542
131,berlin52,QUBO,1.05491,11217.0,True,7542
132,berlin52,QUBO,31.87398,11147.0,True,7542
133,berlin52,QUBO,48.23031,10273.0,True,7542
134,bier127,MILP,11.78939,146669.0,True,118282
135,bier127,MILP,12.3061,145524.0,True,118282
136,bier127,MILP,12.32273,145138.0,True,118282
137,bier127,MILP,18.57636,125139.0,True,118282
138,bier127,MILP,26.20721,120379.0,True,118282
139,bier127,MILP,26.23998,118385.0,True,118282
140,bier127,MILP,34.72268,118282.0,True,118282
141,bier127,MILP,34.91388,118282.0,True,118282
142,bier127,MIQP,0.02483,647655.0,True,118282
143,bier127,MIQP,272.5475,647655.0,True,118282
144,bier127,QUBO,0.03533,3167492.0,False,118282
145,bier127,QUBO,16.396,321897.73,False,118282
146,bier127,QUBO,17.46404,250327.9,True,118282
147,bier127,QUBO,149.58424,239061.9,True,118282
148,bier127,QUBO,275.28046,239061.9,True,118282
149,brazil58,MILP,0.31711,51246.0,True,25395
150,brazil58,MILP,0.3924,31162.0,True,25395
151,brazil58,MILP,0.41127,31053.0,True,25395
152,brazil58,MILP,0.93286,25395.0,True,25395
153,brazil58,MILP,0.93739,25395.0,True,25395
154,brazil58,MIQP,0.00438,116263.0,True,25395
155,brazil58,MIQP,40.97488,114902.0,True,25395
156,brazil58,MIQP,40.98192,98588.0,True,25395
157,brazil58,MIQP,40.98482,97903.0,True,25395
158,brazil58,MIQP,40.98761,96824.0,True,25395
159,brazil58,MIQP,40.99041,87906.0,True,25395
160,brazil58,MIQP,40.99324,72140.0,True,25395
161,brazil58,MIQP,40.99606,59458.0,True,25395
162,brazil58,MIQP,40.99887,56183.0,True,25395
163,brazil58,MIQP,41.00169,51117.0,True,25395
164,brazil58,MIQP,41.00449,51087.0,True,25395
165,brazil58,MIQP,41.0073,50705.0,True,25395
166,brazil58,MIQP,41.01012,50317.0,True,25395
167,brazil58,MIQP,41.01291,49531.0,True,25395
168,brazil58,MIQP,41.01569,49312.0,True,25395
169,brazil58,MIQP,41.01848,49122.0,True,25395
170,brazil58,MIQP,41.02127,43860.0,True,25395
171,brazil58,MIQP,41.02405,43184.0,True,25395
172,brazil58,MIQP,41.02686,42774.0,True,25395
173,brazil58,MIQP,41.02967,42422.0,True,25395
174,brazil58,MIQP,41.03245,41989.0,True,25395
175,brazil58,MIQP,41.03522,41978.0,True,25395
176,brazil58,MIQP,41.03803,41048.0,True,25395
177,brazil58,MIQP,41.0408,40554.0,True,25395
178,brazil58,MIQP,41.04359,39705.0,True,25395
179,brazil58,MIQP,41.13095,39532.0,True,25395
180,brazil58,MIQP,46.84561,39441.0,True,25395
181,brazil58,MIQP,47.08309,39417.0,True,25395
182,brazil58,MIQP,48.2331,38986.0,True,25395
183,brazil58,MIQP,57.93028,38935.0,True,25395
184,brazil58,MIQP,58.07507,38564.0,True,25395
185,brazil58,MIQP,58.07828,38522.0,True,25395
186,brazil58,MIQP,58.56908,38522.0,True,25395
187,brazil58,QUBO,0.00604,577104.0,False,25395
188,brazil58,QUBO,1.36765,81776.62,False,25395
189,brazil58,QUBO,1.4573,52762.99,True,25395
190,brazil58,QUBO,1.54562,42831.99,True,25395
191,brazil58,QUBO,1.63251,41950.99,True,25395
192,brazil58,QUBO,58.82376,41950.99,True,25395
193,burma14,MILP,0.0134,8733.0,True,3323
194,burma14,MILP,0.01382,4562.0,True,3323
195,burma14,MILP,0.01911,3967.0,True,3323
196,burma14,MILP,0.01946,3953.0,True,3323
197,burma14,MILP,0.03521,3323.0,True,3323
198,burma14,MILP,0.03613,3323.0,True,3323
199,burma14,MIQP,0.0003,6223.0,True,3323
200,burma14,MIQP,0.2144,5526.0,True,3323
201,burma14,MIQP,0.21581,5327.0,True,3323
202,burma14,MIQP,0.2164,4407.0,True,3323
203,burma14,MIQP,0.27726,4384.0,True,3323
204,burma14,MIQP,0.31112,4365.0,True,3323
205,burma14,MIQP,0.35056,4002.0,True,3323
206,burma14,MIQP,0.35078,3672.0,True,3323
207,burma14,MIQP,0.40738,3530.0,True,3323
208,burma14,MIQP,1.06625,3517.0,True,3323
209,burma14,MIQP,1.06754,3403.0,True,3323
210,burma14,MIQP,4.64008,3390.0,True,3323
211,burma14,MIQP,6.38517,3390.0,True,3323
212,burma14,QUBO,0.00031,19802.0,False,3323
213,burma14,QUBO,0.02236,5006.23,False,3323
214,burma14,QUBO,0.02329,3921.0,True,3323
215,burma14,QUBO,0.43664,3768.0,True,3323
216,burma14,QUBO,0.47258,3472.0,True,3323
217,burma14,QUBO,0.84751,3449.0,True,3323
218,burma14,QUBO,0.84862,3323.0,True,3323
219,burma14,QUBO,6.31204,3323.0,True,3323
220,ch130,MILP,11.39221,7122.0,True,6110
221,ch130,MILP,12.06497,7077.0,True,6110
222,ch130,MILP,12.08259,7074.0,True,6110
223,ch130,MILP,20.03034,6144.0,True,6110
224,ch130,MILP,26.0417,6136.0,True,6110
225,ch130,MILP,42.44748,6129.0,True,6110
226,ch130,MILP,43.83489,6124.0,True,6110
227,ch130,MILP,66.82695,6110.0,True,6110
228,ch130,MILP,67.03917,6110.0,True,6110
229,ch130,MIQP,0.02894,46100.0,True,6110
230,ch130,MIQP,301.04735,46100.0,True,6110
231,ch130,QUBO,0.03676,132420.0,False,6110
232,ch130,QUBO,17.53432,20895.52,False,6110
233,ch130,QUBO,18.64437,19663.0,True,6110
234,ch130,QUBO,19.82898,18621.0,True,6110
235,ch130,QUBO,156.23095,14386.0,True,6110
236,ch130,QUBO,301.04301,14386.0,True,6110
237,ch150,MILP,9.80347,8130.0,True,6528
238,ch150,MILP,10.79535,8109.0,True,6528
239,ch150,MILP,15.46876,6761.0,True,6528
240,ch150,MILP,23.88569,6556.0,True,6528
241,ch150,MILP,65.90464,6555.0,True,6528
242,ch150,MILP,65.93447,6537.0,True,6528
243,ch150,MILP,65.9647,6533.0,True,6528
244,ch150,MILP,69.87456,6528.0,True,6528
245,ch150,MILP,70.18694,6528.0,True,6528
246,ch150,MIQP,0.03681,50074.0,True,6528
247,ch150,MIQP,502.18794,50074.0,True,6528
248,ch150,QUBO,0.05651,142078.0,False,6528
249,ch150,QUBO,25.61445,23651.54,False,6528
250,ch150,QUBO,27.40319,22880.0,True,6528
251,ch150,QUBO,30.91779,21729.0,True,6528
252,ch150,QUBO,32.74918,20063.0,True,6528
253,ch150,QUBO,509.00428,20063.0,True,6528
254,dantzig42,MILP,0.05271,4259.0,True,699
255,dantzig42,MILP,0.17401,840.0,True,699
256,dantzig42,MILP,0.23507,771.0,True,699
257,dantzig42,MILP,0.3898,765.0,True,699
258,dantzig42,MILP,0.39289,764.0,True,699
259,dantzig42,MILP,0.40135,704.0,True,699
260,dantzig42,MILP,1.99997,700.0,True,699
261,dantzig42,MILP,2.34454,699.0,True,699
262,dantzig42,MILP,2.37657,699.0,True,699
263,dantzig42,MIQP,0.00188,2778.0,True,699
264,dantzig42,MIQP,6.42896,2312.0,True,699
265,dantzig42,MIQP,6.43211,2018.0,True,699
266,dantzig42,MIQP,6.43479,1990.0,True,699
267,dantzig42,MIQP,6.43685,1878.0,True,699
268,dantzig42,MIQP,6.43805,1766.0,True,699
269,dantzig42,MIQP,6.43927,1758.0,True,699
270,dantzig42,MIQP,6.4405,1717.0,True,699
271,dantzig42,MIQP,6.44173,1701.0,True,699
272,dantzig42,MIQP,6.44295,1685.0,True,699
273,dantzig42,MIQP,6.44418,1596.0,True,699
274,dantzig42,MIQP,6.44538,1579.0,True,699
275,dantzig42,MIQP,6.4466,1545.0,True,699
276,dantzig42,MIQP,6.44781,1514.0,True,699
277,dantzig42,MIQP,6.44903,1426.0,True,699
278,dantzig42,MIQP,6.45022,1396.0,True,699
279,dantzig42,MIQP,6.45142,1379.0,True,699
280,dantzig42,MIQP,6.47684,699.0,True,699
281,dantzig42,MIQP,6.48938,699.0,True,699
282,dantzig42,QUBO,0.00244,10058.0,False,699
283,dantzig42,QUBO,0.51918,782.0,True,699
284,dantzig42,QUBO,0.55024,730.0,True,699
285,dantzig42,QUBO,12.63362,710.0,True,699
286,dantzig42,QUBO,35.07164,710.0,True,699
287,eil101,MILP,5.62228,762.0,True,629
288,eil101,MILP,8.39642,634.0,True,629
289,eil101,MILP,8.49804,629.0,True,629
290,eil101,MILP,8.51048,629.0,True,629
291,eil101,MIQP,0.01678,3367.0,True,629
292,eil101,MIQP,176.25814,3367.0,True,629
293,eil101,QUBO,0.01989,10754.0,False,629
294,eil101,QUBO,8.02008,2053.0,True,629
295,eil101,QUBO,8.52989,1210.0,True,629
296,eil101,QUBO,9.06353,1077.0,True,629
297,eil101,QUBO,173.16268,1077.0,True,629
298,eil51,MILP,0.22778,868.0,True,426
299,eil51,MILP,0.49534,519.0,True,426
300,eil51,MILP,1.21221,426.0,True,426
301,eil51,MILP,1.21669,426.0,True,426
302,eil51,MIQP,0.00287,1734.0,True,426
303,eil51,MIQP,18.08999,1630.0,True,426
304,eil51,MIQP,18.0959,1294.0,True,426
305,eil51,MIQP,18.09829,1243.0,True,426
306,eil51,MIQP,18.10029,1227.0,True,426
307,eil51,MIQP,18.10227,1219.0,True,426
308,eil51,MIQP,18.10426,1033.0,True,426
309,eil51,MIQP,18.1062,898.0,True,426
310,eil51,MIQP,18.10815,885.0,True,426
311,eil51,MIQP,18.1101,832.0,True,426
312,eil51,MIQP,18.11206,804.0,True,426
313,eil51,MIQP,18.11405,794.0,True,426
314,eil51,MIQP,18.116,793.0,True,426
315,eil51,MIQP,18.11796,751.0,True,426
316,eil51,MIQP,18.11993,745.0,True,426
317,eil51,MIQP,18.12186,742.0,True,426
318,eil51,MIQP,18.1238,725.0,True,426
319,eil51,MIQP,18.12575,716.0,True,426
320,eil51,MIQP,18.1277,706.0,True,426
321,eil51,MIQP,18.12968,698.0,True,426
322,eil51,MIQP,18.19268,695.0,True,426
323,eil51,MIQP,22.83085,685.0,True,426
324,eil51,MIQP,32.14114,680.0,True,426
325,eil51,MIQP,33.19055,669.0,True,426
326,eil51,MIQP,34.1011,666.0,True,426
327,eil51,MIQP,34.11294,658.0,True,426
328,eil51,MIQP,34.90007,656.0,True,426
329,eil51,MIQP,34.90303,655.0,True,426
330,eil51,MIQP,42.17663,653.0,True,426
331,eil51,MIQP,42.17919,652.0,True,426
332,eil51,MIQP,46.72052,652.0,True,426
333,eil51,QUBO,0.0043,4862.0,False,426
334,eil51,QUBO,0.96173,1021.24,False,426
335,eil51,QUBO,1.027,627.0,True,426
336,eil51,QUBO,47.91051,627.0,True,426
337,eil76,MILP,0.74517,990.0,True,538
338,eil76,MILP,1.38732,622.0,True,538
339,eil76,MILP,1.42326,620.0,True,538
340,eil76,MILP,3.24732,538.0,True,538
341,eil76,MILP,3.25597,538.0,True,538
342,eil76,MIQP,0.00906,2512.0,True,538
343,eil76,MIQP,100.72045,2512.0,True,538
344,eil76,QUBO,0.01315,7284.0,False,538
345,eil76,QUBO,3.33616,1496.12,False,538
346,eil76,QUBO,3.5587,1044.0,True,538
347,eil76,QUBO,3.76944,883.0,True,538
348,eil76,QUBO,24.91909,739.0,True,538
349,eil76,QUBO,99.88863,739.0,True,538
350,fri26,MILP,0.02443,3514.0,True,937
351,fri26,MILP,0.02619,1140.0,True,937
352,fri26,MILP,0.04915,1044.0,True,937
353,fri26,MILP,0.10046,1040.0,True,937
354,fri26,MILP,0.12604,970.0,True,937
355,fri26,MILP,0.3388,957.0,True,937
356,fri26,MILP,0.36293,937.0,True,937
357,fri26,MILP,0.3831,937.0,True,937
358,fri26,MIQP,0.00034,2708.0,True,937
359,fri26,MIQP,0.39326,2690.0,True,937
360,fri26,MIQP,0.39388,2066.0,True,937
361,fri26,MIQP,0.3943,2042.0,True,937
362,fri26,MIQP,0.39471,2023.0,True,937
363,fri26,MIQP,0.39511,1853.0,True,937
364,fri26,MIQP,0.39551,1837.0,True,937
365,fri26,MIQP,0.39592,1815.0,True,937
366,fri26,MIQP,0.39633,1811.0,True,937
367,fri26,MIQP,0.39673,1674.0,True,937
368,fri26,MIQP,0.40408,1140.0,True,937
369,fri26,MIQP,0.59539,1136.0,True,937
370,fri26,MIQP,0.599,1127.0,True,937
371,fri26,MIQP,2.36151,1110.0,True,937
372,fri26,MIQP,2.75786,1102.0,True,937
373,fri26,MIQP,3.83569,1097.0,True,937
374,fri26,MIQP,3.83668,1087.0,True,937
375,fri26,MIQP,3.84014,1080.0,True,937
376,fri26,MIQP,3.84218,1068.0,True,937
377,fri26,MIQP,3.84287,1051.0,True,937
378,fri26,MIQP,13.34387,1047.0,True,937
379,fri26,MIQP,14.67908,1047.0,True,937
380,fri26,QUBO,0.00076,9666.0,False,937
381,fri26,QUBO,0.12108,1460.0,True,937
382,fri26,QUBO,0.13391,1369.0,True,937
383,fri26,QUBO,2.65875,1335.0,True,937
384,fri26,QUBO,3.40276,1265.0,True,937
385,fri26,QUBO,4.0342,1247.0,True,937
386,fri26,QUBO,4.4665,1238.0,True,937
387,fri26,QUBO,5.42505,1228.0,True,937
388,fri26,QUBO,5.4319,1220.0,True,937
389,fri26,QUBO,5.82512,1180.0,True,937
390,fri26,QUBO,5.83245,1153.0,True,937
391,fri26,QUBO,5.84639,1100.0,True,937
392,fri26,QUBO,5.8532,1035.0,True,937
393,fri26,QUBO,11.63469,1033.0,True,937
394,fri26,QUBO,11.64185,1026.0,True,937
395,fri26,QUBO,11.6495,999.0,True,937
396,fri26,QUBO,14.65763,999.0,True,937
397,gr120,MILP,8.91696,8615.0,True,6942
398,gr120,MILP,9.44445,8553.0,True,6942
399,gr120,MILP,15.97008,6942.0,True,6942
400,gr120,MILP,15.99258,6942.0,True,6942
401,gr120,MIQP,0.02371,53522.0,True,6942
402,gr120,MIQP,244.26024,53522.0,True,6942
403,gr120,QUBO,0.03037,155356.0,False,6942
404,gr120,QUBO,13.16576,24424.52,False,6942
405,gr120,QUBO,14.08248,16503.0,True,6942
406,gr120,QUBO,111.75852,16464.0,True,6942
407,gr120,QUBO,244.36879,16464.0,True,6942
408,gr137,MILP,4.39422,86249.0,True,69853
409,gr137,MILP,5.16878,85588.0,True,69853
410,gr137,MILP,5.36329,85057.0,True,69853
411,gr137,MILP,7.34051,75513.0,True,69853
412,gr137,MILP,12.40051,70174.0,True,69853
413,gr137,MILP,19.43342,70061.0,True,69853
414,gr137,MILP,19.47513,69987.0,True,69853
415,gr137,MILP,26.16956,69933.0,True,69853
416,gr137,MILP,26.19023,69864.0,True,69853
417,gr137,MILP,26.20945,69853.0,True,69853
418,gr137,MILP,26.53971,69853.0,True,69853
419,gr137,MIQP,0.02928,568409.0,True,69853
420,gr137,MIQP,358.73775,568409.0,True,69853
421,gr137,QUBO,0.04599,2224746.0,False,69853
422,gr137,QUBO,19.25487,99513.96,True,69853
423,gr137,QUBO,20.57283,96089.96,True,69853
424,gr137,QUBO,181.75401,94685.96,True,69853
425,gr137,QUBO,358.78571,94685.96,True,69853
426,gr17,MILP,0.0171,5896.0,True,2085
427,gr17,MILP,0.01768,4722.0,True,2085
428,gr17,MILP,0.01823,4517.0,True,2085
429,gr17,MILP,0.02754,3278.0,True,2085
430,gr17,MILP,0.04225,3045.0,True,2085
431,gr17,MILP,0.0466,2388.0,True,2085
432,gr17,MILP,0.04693,2203.0,True,2085
433,gr17,MILP,0.06555,2155.0,True,2085
434,gr17,MILP,0.33647,2525.0,True,2085
435,gr17,MILP,0.36575,2152.0,True,2085
436,gr17,MILP,0.37804,2149.0,True,2085
437,gr17,MILP,0.38582,2085.0,True,2085
438,gr17,MILP,0.4392,2085.0,True,2085
439,gr17,MIQP,0.00037,4182.0,True,2085
440,gr17,MIQP,0.36342,4138.0,True,2085
441,gr17,MIQP,0.36636,4074.0,True,2085
442,gr17,MIQP,0.42074,3732.0,True,2085
443,gr17,MIQP,1.07911,3671.0,True,2085
444,gr17,MIQP,1.08199,3019.0,True,2085
445,gr17,MIQP,1.20877,2983.0,True,2085
446,gr17,MIQP,1.2126,2954.0,True,2085
447,gr17,MIQP,1.44318,2816.0,True,2085
448,gr17,MIQP,1.44446,2677.0,True,2085
449,gr17,MIQP,1.84985,2441.0,True,2085
450,gr17,MIQP,1.8507,2345.0,True,2085
451,gr17,MIQP,1.85128,2309.0,True,2085
452,gr17,MIQP,1.85449,2151.0,True,2085
453,gr17,MIQP,3.50788,2129.0,True,2085
454,gr17,MIQP,4.8384,2098.0,True,2085
455,gr17,MIQP,4.8402,2095.0,True,2085
456,gr17,MIQP,8.20344,2095.0,True,2085
457,gr17,QUBO,0.00036,15962.0,False,2085
458,gr17,QUBO,0.0347,4261.0,True,2085
459,gr17,QUBO,0.03639,3086.0,True,2085
460,gr17,QUBO,0.03814,2705.62,False,2085
461,gr17,QUBO,0.04134,2530.0,True,2085
462,gr17,QUBO,0.08071,2278.0,True,2085
463,gr17,QUBO,0.22319,2095.0,True,2085
464,gr17,QUBO,6.59815,2094.0,True,2085
465,gr17,QUBO,6.75841,2088.0,True,2085
466,gr17,QUBO,8.36247,2088.0,True,2085
467,gr21,MILP,0.02181,10000.0,True,2707
468,gr21,MILP,0.02273,6620.0,True,2707
469,gr21,MILP,0.02377,6340.0,True,2707
470,gr21,MILP,0.03787,3057.0,True,2707
471,gr21,MILP,0.05533,2814.0,True,2707
472,gr21,MILP,0.28492,2979.0,True,2707
473,gr21,MILP,0.29685,2782.0,True,2707
474,gr21,MILP,0.29977,2707.0,True,2707
475,gr21,MILP,0.32192,2707.0,True,2707
476,gr21,MIQP,0.00046,7491.0,True,2707
477,gr21,MIQP,0.38426,7116.0,True,2707
478,gr21,MIQP,0.38805,4772.0,True,2707
479,gr21,MIQP,2.61567,4657.0,True,2707
480,gr21,MIQP,3.2064,4637.0,True,2707
481,gr21,MIQP,3.20768,4586.0,True,2707
482,gr21,MIQP,3.20927,4454.0,True,2707
483,gr21,MIQP,3.21076,4344.0,True,2707
484,gr21,MIQP,5.92518,4166.0,True,2707
485,gr21,MIQP,5.92642,4085.0,True,2707
486,gr21,MIQP,5.92746,3981.0,True,2707
487,gr21,MIQP,5.92854,3359.0,True,2707
488,gr21,MIQP,5.92952,3055.0,True,2707
489,gr21,MIQP,5.93065,2824.0,True,2707
490,gr21,MIQP,6.13484,2795.0,True,2707
491,gr21,MIQP,8.33345,2784.0,True,2707
492,gr21,MIQP,8.73043,2782.0,True,2707
493,gr21,MIQP,8.73231,2709.0,True,2707
494,gr21,MIQP,9.20471,2707.0,True,2707
495,gr21,MIQP,9.3326,2707.0,True,2707
496,gr21,QUBO,0.00026,22320.0,False,2707
497,gr21,QUBO,0.05686,6377.0,True,2707
498,gr21,QUBO,0.06031,4365.0,True,2707
499,gr21,QUBO,0.06689,3721.0,True,2707
500,gr21,QUBO,0.49098,3489.0,True,2707
501,gr21,QUBO,1.16912,3097.0,True,2707
502,gr21,QUBO,1.73318,3067.0,True,2707
503,gr21,QUBO,1.74892,3049.0,True,2707
504,gr21,QUBO,4.41953,2982.0,True,2707
505,gr21,QUBO,4.42338,2921.0,True,2707
506,gr21,QUBO,4.4271,2909.0,True,2707
507,gr21,QUBO,4.4305,2851.0,True,2707
508,gr21,QUBO,4.43499,2835.0,True,2707
509,gr21,QUBO,4.43845,2787.0,True,2707
510,gr21,QUBO,10.32554,2707.0,True,2707
511,gr21,QUBO,10.68437,2707.0,True,2707
512,gr24,MILP,0.02575,4827.0,True,1272
513,gr24,MILP,0.02726,3436.0,True,1272
514,gr24,MILP,0.02868,3344.0,True,1272
515,gr24,MILP,0.05068,1371.0,True,1272
516,gr24,MILP,0.37768,2271.0,True,1272
517,gr24,MILP,0.83457,1318.0,True,1272
518,gr24,MILP,1.04521,1272.0,True,1272
519,gr24,MILP,1.06885,1272.0,True,1272
520,gr24,MIQP,0.00058,3782.0,True,1272
521,gr24,MIQP,0.5648,2962.0,True,1272
522,gr24,MIQP,0.70019,2960.0,True,1272
523,gr24,MIQP,1.14288,2860.0,True,1272
524,gr24,MIQP,3.91423,2837.0,True,1272
525,gr24,MIQP,3.91617,2783.0,True,1272
526,gr24,MIQP,3.91764,2613.0,True,1272
527,gr24,MIQP,3.92086,2548.0,True,1272
528,gr24,MIQP,4.86093,2438.0,True,1272
529,gr24,MIQP,4.86265,2345.0,True,1272
530,gr24,MIQP,5.72234,2312.0,True,1272
531,gr24,MIQP,5.72427,2212.0,True,1272
532,gr24,MIQP,5.72995,2179.0,True,1272
533,gr24,MIQP,11.87163,2149.0,True,1272
534,gr24,MIQP,11.87363,2142.0,True,1272
535,gr24,MIQP,11.87518,1921.0,True,1272
536,gr24,MIQP,11.87723,1876.0,True,1272
537,gr24,MIQP,11.87866,1847.0,True,1272
538,gr24,MIQP,11.88018,1710.0,True,1272
539,gr24,MIQP,11.88259,1690.0,True,1272
540,gr24,MIQP,11.88407,1585.0,True,1272
541,gr24,MIQP,12.26761,1582.0,True,1272
542,gr24,MIQP,12.26946,1526.0,True,1272
543,gr24,MIQP,12.94651,1526.0,True,1272
544,gr24,QUBO,0.00064,10370.0,False,1272
