instance,process,step_scale,time,value,eta,zeta,constraint satisfaction,constraint coeff
C4000.5,tuned,10,19.69262,-18.0,0.0035,3.0,True,1
C4000.5,tuning,2,3.59668,-16.0,0.005,1.0,True,1
C4000.5,tuned,20,34.58027,-17.0,0.006,5.0,True,1
C4000.5,tuning,2,3.5696,-16.0,0.005,1.0,True,1
C4000.5,tuned,50,78.85443,-17.0,0.0035,3.5,True,1
C500.9,tuning,2,1.63669,-55.0,0.1,2.0,True,1
C500.9,tuned,2,3.11473,-56.0,0.1,1.5,True,1
C500.9,tuning,2,1.62476,-55.0,0.1,2.0,True,1
C500.9,tuned,5,3.34012,-56.0,0.1,1.0,True,1
C500.9,tuning,2,1.66832,-55.0,0.1,2.0,True,1
C500.9,tuned,10,3.75856,-57.0,0.1,2.0,True,1
C500.9,tuning,2,1.51333,-55.0,0.1,2.0,True,1
C500.9,tuned,20,4.34178,-56.0,0.075,2.0,True,1
C500.9,tuning,2,1.6927,-55.0,0.1,2.0,True,1
C500.9,tuned,50,6.85637,-56.0,0.1,1.0,True,1
DSJC1000_5,tuning,2,1.73371,-14.0,0.002,5.0,True,1
DSJC1000_5,tuned,2,3.35447,-15.0,0.002,10.0,True,1
DSJC1000_5,tuning,2,1.88686,-14.0,0.002,5.0,True,1
DSJC1000_5,tuned,5,4.08506,-15.0,0.006,5.5,True,1
DSJC1000_5,tuning,2,1.70577,-14.0,0.002,5.0,True,1
DSJC1000_5,tuned,10,4.58082,-15.0,0.002,5.0,True,1
DSJC1000_5,tuning,2,1.74389,-14.0,0.002,5.0,True,1
DSJC1000_5,tuned,20,6.16677,-15.0,0.011,5.5,True,1
DSJC1000_5,tuning,2,1.70853,-14.0,0.002,5.0,True,1
DSJC1000_5,tuned,50,10.93785,-15.0,0.002,5.0,True,1
DSJC500_5,tuning,2,1.60019,-12.0,0.005,20.0,True,1
DSJC500_5,tuned,2,3.09454,-13.0,0.0075,1.0,True,1
DSJC500_5,tuning,2,1.51971,-12.0,0.005,20.0,True,1
DSJC500_5,tuned,5,3.24,-13.0,0.0075,2.5,True,1
DSJC500_5,tuning,2,1.53147,-12.0,0.005,20.0,True,1
DSJC500_5,tuned,10,3.64791,-13.0,0.0075,1.0,True,1
DSJC500_5,tuning,2,1.57409,-12.0,0.005,20.0,True,1
DSJC500_5,tuned,20,4.49511,-13.0,0.0075,11.0,True,1
DSJC500_5,tuning,2,1.59374,-12.0,0.005,20.0,True,1
DSJC500_5,tuned,50,6.86169,-13.0,0.005,10.0,True,1
MANN_a27,tuning,2,1.52019,-125.0,0.005,20.0,True,1
MANN_a27,tuned,2,3.09675,-126.0,0.015,15.0,True,1
MANN_a27,tuning,2,1.49471,-125.0,0.005,20.0,True,1
MANN_a27,tuned,5,3.17799,-126.0,0.02,10.0,True,1
MANN_a27,tuning,2,1.4893,-125.0,0.005,20.0,True,1
MANN_a27,tuned,10,3.47345,-126.0,0.02,10.0,True,1
MANN_a27,tuning,2,1.51472,-125.0,0.005,20.0,True,1
MANN_a27,tuned,20,4.14687,-126.0,0.015,15.0,True,1
MANN_a27,tuning,2,1.53427,-125.0,0.005,20.0,True,1
MANN_a27,tuned,50,5.88711,-126.0,0.0075,20.0,True,1
MANN_a45,tuning,2,1.86222,-340.0,0.05,5.0,True,1
MANN_a45,tuned,2,3.58602,-342.0,0.02,10.0,True,1
MANN_a45,tuning,2,1.75554,-340.0,0.05,5.0,True,1
MANN_a45,tuned,5,3.98742,-342.0,0.015,10.0,True,1
MANN_a45,tuning,2,1.85912,-340.0,0.05,5.0,True,1
MANN_a45,tuned,10,4.92266,-342.0,0.02,10.0,True,1
MANN_a45,tuning,2,1.9282,-340.0,0.05,5.0,True,1
MANN_a45,tuned,20,6.48244,-342.0,0.02,10.0,True,1
MANN_a45,tuning,2,1.75101,-340.0,0.05,5.0,True,1
MANN_a45,tuned,50,10.98379,-342.0,0.02,10.0,True,1
MANN_a81,tuning,2,2.96579,-1094.0,0.005,20.0,True,1
MANN_a81,tuned,2,6.12026,-1096.0,0.02,10.0,True,1
MANN_a81,tuning,2,2.73549,-1094.0,0.005,20.0,True,1
MANN_a81,tuned,5,8.53776,-1096.0,0.015,10.0,True,1
MANN_a81,tuning,2,2.91033,-1094.0,0.005,20.0,True,1
MANN_a81,tuned,10,13.32485,-1096.0,0.015,10.0,True,1
MANN_a81,tuning,2,2.8835,-1094.0,0.005,20.0,True,1
MANN_a81,tuned,20,21.99071,-1096.0,0.02,10.0,True,1
MANN_a81,tuning,2,2.82977,-1094.0,0.005,20.0,True,1
MANN_a81,tuned,50,48.49712,-1096.0,0.02,10.0,True,1
MANN_a9,tuning,2,1.48187,-16.0,0.005,10.0,True,1
MANN_a9,tuned,2,2.91112,-16.0,0.005,10.0,True,1
MANN_a9,tuning,2,1.43793,-16.0,0.005,10.0,True,1
MANN_a9,tuned,5,2.88354,-16.0,0.005,10.0,True,1
MANN_a9,tuning,2,1.43017,-16.0,0.005,10.0,True,1
MANN_a9,tuned,10,2.92071,-16.0,0.005,10.0,True,1
MANN_a9,tuning,2,1.44602,-16.0,0.005,10.0,True,1
MANN_a9,tuned,20,3.00696,-16.0,0.005,10.0,True,1
MANN_a9,tuning,2,1.43537,-16.0,0.005,10.0,True,1
MANN_a9,tuned,50,3.19421,-16.0,0.005,10.0,True,1
brock200_1,tuning,2,1.57835,-20.0,0.01,2.0,True,1
brock200_1,tuned,2,3.05919,-21.0,0.055,0.0,True,1
brock200_1,tuning,2,1.56538,-20.0,0.01,2.0,True,1
brock200_1,tuned,5,3.15368,-21.0,0.01,1.0,True,1
brock200_1,tuning,2,1.5137,-20.0,0.01,2.0,True,1
brock200_1,tuned,10,3.22666,-21.0,0.01,1.0,True,1
brock200_1,tuning,2,1.50452,-20.0,0.01,2.0,True,1
brock200_1,tuned,20,3.58787,-21.0,0.01,1.0,True,1
brock200_1,tuning,2,1.48247,-20.0,0.01,2.0,True,1
brock200_1,tuned,50,4.4212,-21.0,0.01,1.0,True,1
brock400_1,tuning,2,1.61465,-24.0,0.01,1.0,True,1
brock400_1,tuned,2,3.19321,-24.0,0.01,1.0,True,1
brock400_1,tuning,2,1.55996,-24.0,0.01,1.0,True,1
brock400_1,tuned,5,3.27156,-24.0,0.01,3.0,True,1
brock400_1,tuning,2,1.55689,-24.0,0.01,1.0,True,1
brock400_1,tuned,10,3.61621,-25.0,0.01,5.0,True,1
brock400_1,tuning,2,1.54897,-24.0,0.01,1.0,True,1
brock400_1,tuned,20,4.16981,-25.0,0.01,3.0,True,1
brock400_1,tuning,2,1.62227,-24.0,0.01,1.0,True,1
brock400_1,tuned,50,6.22706,-25.0,0.01,2.5,True,1
brock800_1,tuning,2,1.70093,-20.0,0.05,0.0,True,1
brock800_1,tuned,2,3.38489,-20.0,0.02,1.0,True,1
brock800_1,tuning,2,1.92067,-20.0,0.05,0.0,True,1
brock800_1,tuned,5,3.95664,-21.0,0.02,1.0,True,1
brock800_1,tuning,2,1.69067,-20.0,0.05,0.0,True,1
brock800_1,tuned,10,4.35179,-21.0,0.0275,5.0,True,1
brock800_1,tuning,2,1.72202,-20.0,0.05,0.0,True,1
brock800_1,tuned,20,5.62448,-21.0,0.0275,5.0,True,1
brock800_1,tuning,2,1.69927,-20.0,0.05,0.0,True,1
brock800_1,tuned,50,9.17845,-21.0,0.02,1.0,True,1
c-fat200-1,tuning,2,1.48774,-12.0,0.002,20.0,True,1
c-fat200-1,tuned,2,2.96486,-12.0,0.002,1.0,True,1
c-fat200-1,tuning,2,1.48727,-12.0,0.002,20.0,True,1
c-fat200-1,tuned,5,3.04694,-12.0,0.002,20.0,True,1
c-fat200-1,tuning,2,1.48791,-12.0,0.002,20.0,True,1
c-fat200-1,tuned,10,3.2039,-12.0,0.002,20.0,True,1
c-fat200-1,tuning,2,1.50592,-12.0,0.002,20.0,True,1
c-fat200-1,tuned,20,3.54163,-12.0,0.002,20.0,True,1
c-fat200-1,tuning,2,1.48384,-12.0,0.002,20.0,True,1
c-fat200-1,tuned,50,4.40933,-12.0,0.002,20.0,True,1
c-fat500-1,tuning,2,1.65274,-14.0,0.002,1.0,True,1
c-fat500-1,tuned,2,3.32037,-14.0,0.002,1.0,True,1
c-fat500-1,tuning,2,1.6146,-14.0,0.002,1.0,True,1
c-fat500-1,tuned,5,3.43928,-14.0,0.002,1.0,True,1
c-fat500-1,tuning,2,1.70459,-14.0,0.002,1.0,True,1
c-fat500-1,tuned,10,3.9519,-14.0,0.002,1.0,True,1
c-fat500-1,tuning,2,1.59724,-14.0,0.002,1.0,True,1
c-fat500-1,tuned,20,4.56178,-14.0,0.002,1.0,True,1
c-fat500-1,tuning,2,1.65164,-14.0,0.002,1.0,True,1
c-fat500-1,tuned,50,6.81647,-14.0,0.002,1.0,True,1
gen200_p0.9_44,tuning,2,1.50875,-40.0,0.1,1.0,True,1
gen200_p0.9_44,tuned,2,2.99541,-44.0,0.125,3.5,True,1
gen200_p0.9_44,tuning,2,1.50443,-40.0,0.1,1.0,True,1
gen200_p0.9_44,tuned,5,3.09258,-44.0,0.05,5.0,True,1
gen200_p0.9_44,tuning,2,1.51185,-40.0,0.1,1.0,True,1
gen200_p0.9_44,tuned,10,3.26305,-44.0,0.05,5.0,True,1
gen200_p0.9_44,tuning,2,1.51814,-40.0,0.1,1.0,True,1
gen200_p0.9_44,tuned,20,3.72498,-44.0,0.05,5.0,True,1
gen200_p0.9_44,tuning,2,1.52942,-40.0,0.1,1.0,True,1
gen200_p0.9_44,tuned,50,4.54202,-44.0,0.1,1.0,True,1
gen200_p0.9_55,tuning,2,1.65242,-55.0,0.05,5.0,True,1
gen200_p0.9_55,tuned,2,3.18284,-55.0,0.01,20.0,True,1
gen200_p0.9_55,tuning,2,1.55506,-55.0,0.05,5.0,True,1
gen200_p0.9_55,tuned,5,3.17855,-55.0,0.05,5.0,True,1
gen200_p0.9_55,tuning,2,1.51598,-55.0,0.05,5.0,True,1
gen200_p0.9_55,tuned,10,3.28278,-55.0,0.05,5.0,True,1
gen200_p0.9_55,tuning,2,1.52421,-55.0,0.05,5.0,True,1
gen200_p0.9_55,tuned,20,3.59999,-55.0,0.05,5.0,True,1
gen200_p0.9_55,tuning,2,1.51182,-55.0,0.05,5.0,True,1
gen200_p0.9_55,tuned,50,4.51784,-55.0,0.05,5.0,True,1
gen400_p0.9_55,tuning,2,1.77043,-50.0,0.02,5.0,True,1
gen400_p0.9_55,tuned,2,3.38179,-52.0,0.075,1.5,True,1
gen400_p0.9_55,tuning,2,1.60039,-50.0,0.02,5.0,True,1
gen400_p0.9_55,tuned,5,3.37463,-53.0,0.075,2.0,True,1
gen400_p0.9_55,tuning,2,1.59691,-50.0,0.02,5.0,True,1
gen400_p0.9_55,tuned,10,3.70317,-55.0,0.075,2.0,True,1
gen400_p0.9_55,tuning,2,1.70882,-50.0,0.02,5.0,True,1
gen400_p0.9_55,tuned,20,4.40306,-55.0,0.02,5.0,True,1
gen400_p0.9_55,tuning,2,1.60314,-50.0,0.02,5.0,True,1
gen400_p0.9_55,tuned,50,6.17344,-55.0,0.0125,3.0,True,1
gen400_p0.9_65,tuning,2,1.62579,-55.0,0.01,1.0,True,1
gen400_p0.9_65,tuned,2,3.23238,-65.0,0.035,5.5,True,1
gen400_p0.9_65,tuning,2,1.63225,-55.0,0.01,1.0,True,1
gen400_p0.9_65,tuned,5,3.51096,-65.0,0.035,5.5,True,1
gen400_p0.9_65,tuning,2,1.63939,-55.0,0.01,1.0,True,1
gen400_p0.9_65,tuned,10,3.75546,-65.0,0.02,10.0,True,1
gen400_p0.9_65,tuning,2,1.64144,-55.0,0.01,1.0,True,1
gen400_p0.9_65,tuned,20,4.41215,-65.0,0.02,10.0,True,1
gen400_p0.9_65,tuning,2,1.63769,-55.0,0.01,1.0,True,1
gen400_p0.9_65,tuned,50,6.21182,-65.0,0.02,10.0,True,1
gen400_p0.9_75,tuning,2,1.61759,-51.0,0.02,10.0,True,1
gen400_p0.9_75,tuned,2,3.27463,-75.0,0.02,10.0,True,1
gen400_p0.9_75,tuning,2,1.67457,-51.0,0.02,10.0,True,1
gen400_p0.9_75,tuned,5,3.49107,-75.0,0.02,10.0,True,1
gen400_p0.9_75,tuning,2,1.76475,-51.0,0.02,10.0,True,1
gen400_p0.9_75,tuned,10,3.86967,-75.0,0.02,10.0,True,1
gen400_p0.9_75,tuning,2,1.67903,-51.0,0.02,10.0,True,1
gen400_p0.9_75,tuned,20,4.48263,-75.0,0.02,10.0,True,1
gen400_p0.9_75,tuning,2,1.65386,-51.0,0.02,10.0,True,1
gen400_p0.9_75,tuned,50,6.27223,-75.0,0.02,10.0,True,1
hamming10-2,tuning,2,1.86278,-512.0,0.002,50.0,True,1
hamming10-2,tuned,2,3.80892,-512.0,0.002,50.0,True,1
hamming10-2,tuning,2,1.96981,-512.0,0.002,50.0,True,1
hamming10-2,tuned,5,4.28037,-512.0,0.002,50.0,True,1
hamming10-2,tuning,2,1.94846,-512.0,0.002,50.0,True,1
hamming10-2,tuned,10,5.06402,-512.0,0.002,50.0,True,1
hamming10-2,tuning,2,1.86768,-512.0,0.002,50.0,True,1
hamming10-2,tuned,20,6.56483,-512.0,0.002,50.0,True,1
hamming10-2,tuning,2,2.05191,-512.0,0.002,50.0,True,1
hamming10-2,tuned,50,11.38865,-512.0,0.002,50.0,True,1
hamming6-2,tuning,2,1.67126,-32.0,0.005,1.0,True,1
hamming6-2,tuned,2,3.29888,-32.0,0.005,1.0,True,1
hamming6-2,tuning,2,1.56666,-32.0,0.005,1.0,True,1
hamming6-2,tuned,5,3.13155,-32.0,0.005,1.0,True,1
hamming6-2,tuning,2,1.64602,-32.0,0.005,1.0,True,1
hamming6-2,tuned,10,3.29764,-32.0,0.005,1.0,True,1
hamming6-2,tuning,2,1.54808,-32.0,0.005,1.0,True,1
hamming6-2,tuned,20,3.27721,-32.0,0.005,1.0,True,1
hamming6-2,tuning,2,1.6526,-32.0,0.005,1.0,True,1
hamming6-2,tuned,50,3.76506,-32.0,0.005,1.0,True,1
hamming8-2,tuning,2,1.65041,-128.0,0.002,50.0,True,1
hamming8-2,tuned,2,3.28055,-128.0,0.002,50.0,True,1
hamming8-2,tuning,2,1.63816,-128.0,0.002,50.0,True,1
hamming8-2,tuned,5,3.37497,-128.0,0.002,50.0,True,1
hamming8-2,tuning,2,1.70615,-128.0,0.002,50.0,True,1
hamming8-2,tuned,10,3.67732,-128.0,0.002,50.0,True,1
hamming8-2,tuning,2,1.63025,-128.0,0.002,50.0,True,1
hamming8-2,tuned,20,3.92313,-128.0,0.002,50.0,True,1
hamming8-2,tuning,2,1.59494,-128.0,0.002,50.0,True,1
hamming8-2,tuned,50,5.09968,-128.0,0.002,50.0,True,1
johnson16-2-4,tuning,2,1.61187,-8.0,0.005,20.0,True,1
johnson16-2-4,tuned,2,3.17417,-8.0,0.005,20.0,True,1
johnson16-2-4,tuning,2,1.62266,-8.0,0.005,20.0,True,1
johnson16-2-4,tuned,5,3.27419,-8.0,0.005,20.0,True,1
johnson16-2-4,tuning,2,1.66862,-8.0,0.005,20.0,True,1
johnson16-2-4,tuned,10,3.4421,-8.0,0.005,20.0,True,1
johnson16-2-4,tuning,2,1.58123,-8.0,0.005,20.0,True,1
johnson16-2-4,tuned,20,3.4718,-8.0,0.005,20.0,True,1
johnson16-2-4,tuning,2,1.59292,-8.0,0.005,20.0,True,1
johnson16-2-4,tuned,50,4.03326,-8.0,0.005,20.0,True,1
johnson32-2-4,tuning,2,1.78317,-16.0,0.002,5.0,True,1
johnson32-2-4,tuned,2,3.49425,-16.0,0.002,0.0,True,1
johnson32-2-4,tuning,2,1.81819,-16.0,0.002,5.0,True,1
johnson32-2-4,tuned,5,3.73609,-16.0,0.002,5.0,True,1
johnson32-2-4,tuning,2,1.72247,-16.0,0.002,5.0,True,1
johnson32-2-4,tuned,10,4.03141,-16.0,0.002,5.0,True,1
johnson32-2-4,tuning,2,1.7013,-16.0,0.002,5.0,True,1
johnson32-2-4,tuned,20,4.98741,-16.0,0.002,5.0,True,1
johnson32-2-4,tuning,2,1.73278,-16.0,0.002,5.0,True,1
johnson32-2-4,tuned,50,7.07701,-16.0,0.002,5.0,True,1
johnson8-2-4,tuning,2,1.60542,-4.0,0.02,2.0,True,1
johnson8-2-4,tuned,2,3.25604,-4.0,0.02,2.0,True,1
johnson8-2-4,tuning,2,1.55514,-4.0,0.02,2.0,True,1
johnson8-2-4,tuned,5,3.12167,-4.0,0.02,2.0,True,1
johnson8-2-4,tuning,2,1.56272,-4.0,0.02,2.0,True,1
johnson8-2-4,tuned,10,3.14606,-4.0,0.02,2.0,True,1
johnson8-2-4,tuning,2,1.57596,-4.0,0.02,2.0,True,1
johnson8-2-4,tuned,20,3.25658,-4.0,0.02,2.0,True,1
johnson8-2-4,tuning,2,1.57104,-4.0,0.02,2.0,True,1
johnson8-2-4,tuned,50,3.35435,-4.0,0.02,2.0,True,1
keller4,tuning,2,1.67908,-11.0,0.1,2.0,True,1
keller4,tuned,2,3.30232,-11.0,0.0525,6.0,True,1
keller4,tuning,2,1.6329,-11.0,0.1,2.0,True,1
keller4,tuned,5,3.40213,-11.0,0.1,2.0,True,1
keller4,tuning,2,1.60936,-11.0,0.1,2.0,True,1
keller4,tuned,10,3.42267,-11.0,0.005,10.0,True,1
keller4,tuning,2,1.81771,-11.0,0.1,2.0,True,1
keller4,tuned,20,3.89598,-11.0,0.1,2.0,True,1
keller4,tuning,2,1.6229,-11.0,0.1,2.0,True,1
keller4,tuned,50,4.5141,-11.0,0.1,2.0,True,1
keller5,tuning,2,1.84735,-20.0,0.05,5.0,True,1
keller5,tuned,2,3.80062,-24.0,0.03,7.5,True,1
keller5,tuning,2,1.85657,-20.0,0.05,5.0,True,1
keller5,tuned,5,4.04256,-26.0,0.05,3.0,True,1
keller5,tuning,2,1.84096,-20.0,0.05,5.0,True,1
keller5,tuned,10,4.73011,-26.0,0.0075,10.0,True,1
keller5,tuning,2,1.88609,-20.0,0.05,5.0,True,1
keller5,tuned,20,5.98051,-25.0,0.01,5.5,True,1
keller5,tuning,2,1.89159,-20.0,0.05,5.0,True,1
keller5,tuned,50,9.52559,-27.0,0.0275,5.5,True,1
keller6,tuning,2,2.96523,-40.0,0.005,10.0,True,1
keller6,tuned,2,6.40595,-43.0,0.01,10.0,True,1
keller6,tuning,2,2.94874,-40.0,0.005,10.0,True,1
keller6,tuned,5,9.14773,-49.0,0.015,5.5,True,1
keller6,tuning,2,2.94533,-40.0,0.005,10.0,True,1
keller6,tuned,10,13.69368,-50.0,0.0075,7.5,True,1
keller6,tuning,2,2.96589,-40.0,0.005,10.0,True,1
keller6,tuned,20,22.96939,-52.0,0.015,5.5,True,1
keller6,tuning,2,3.05869,-40.0,0.005,10.0,True,1
keller6,tuned,50,50.7193,-53.0,0.015,5.5,True,1
p_hat1000-1,tuning,2,1.95132,-10.0,0.002,10.0,True,1
p_hat1000-1,tuned,2,3.87298,-10.0,0.002,0.0,True,1
p_hat1000-1,tuning,2,1.95408,-10.0,0.002,10.0,True,1
p_hat1000-1,tuned,5,4.35356,-10.0,0.002,0.0,True,1
p_hat1000-1,tuning,2,1.95565,-10.0,0.002,10.0,True,1
p_hat1000-1,tuned,10,5.13201,-10.0,0.002,0.0,True,1
p_hat1000-1,tuning,2,2.16411,-10.0,0.002,10.0,True,1
p_hat1000-1,tuned,20,6.89904,-10.0,0.002,0.0,True,1
p_hat1000-1,tuning,2,1.95518,-10.0,0.002,10.0,True,1
p_hat1000-1,tuned,50,11.34987,-10.0,0.002,10.0,True,1
p_hat1500-1,tuning,2,2.11763,-11.0,0.02,2.0,True,1
p_hat1500-1,tuned,2,4.33777,-11.0,0.002,10.0,True,1
p_hat1500-1,tuning,2,2.11323,-11.0,0.02,2.0,True,1
p_hat1500-1,tuned,5,4.95071,-11.0,0.02,2.0,True,1
p_hat1500-1,tuning,2,2.13326,-11.0,0.02,2.0,True,1
p_hat1500-1,tuned,10,6.11863,-11.0,0.002,10.0,True,1
p_hat1500-1,tuning,2,2.16455,-11.0,0.02,2.0,True,1
p_hat1500-1,tuned,20,8.46713,-11.0,0.02,2.0,True,1
p_hat1500-1,tuning,2,2.13915,-11.0,0.02,2.0,True,1
p_hat1500-1,tuned,50,15.2884,-11.0,0.02,2.0,True,1
p_hat300-1,tuning,2,1.73223,-8.0,0.002,2.0,True,1
p_hat300-1,tuned,2,3.44957,-8.0,0.01,0.0,True,1
p_hat300-1,tuning,2,1.69645,-8.0,0.002,2.0,True,1
p_hat300-1,tuned,5,3.52815,-8.0,0.002,10.0,True,1
p_hat300-1,tuning,2,1.70006,-8.0,0.002,2.0,True,1
p_hat300-1,tuned,10,3.76233,-8.0,0.002,10.0,True,1
p_hat300-1,tuning,2,1.8981,-8.0,0.002,2.0,True,1
p_hat300-1,tuned,20,4.42836,-8.0,0.002,0.0,True,1
p_hat300-1,tuning,2,1.71567,-8.0,0.002,2.0,True,1
p_hat300-1,tuned,50,5.65782,-8.0,0.002,0.0,True,1
p_hat500-1,tuning,2,1.78438,-9.0,0.005,0.0,True,1
p_hat500-1,tuned,2,3.71006,-9.0,0.005,0.0,True,1
p_hat500-1,tuning,2,1.78966,-9.0,0.005,0.0,True,1
p_hat500-1,tuned,5,3.79113,-9.0,0.005,0.0,True,1
p_hat500-1,tuning,2,1.80436,-9.0,0.005,0.0,True,1
p_hat500-1,tuned,10,4.16344,-9.0,0.005,0.0,True,1
p_hat500-1,tuning,2,1.9045,-9.0,0.005,0.0,True,1
p_hat500-1,tuned,20,5.04315,-9.0,0.005,0.0,True,1
p_hat500-1,tuning,2,1.88639,-9.0,0.005,0.0,True,1
p_hat500-1,tuned,50,7.42763,-9.0,0.005,0.0,True,1
p_hat700-1,tuning,2,1.89964,-10.0,0.02,5.0,True,1
p_hat700-1,tuned,2,3.76929,-11.0,0.002,20.0,True,1
p_hat700-1,tuning,2,1.87058,-10.0,0.02,5.0,True,1
p_hat700-1,tuned,5,4.03347,-11.0,0.002,10.0,True,1
p_hat700-1,tuning,2,1.8596,-10.0,0.02,5.0,True,1
p_hat700-1,tuned,10,4.67825,-11.0,0.002,20.0,True,1
p_hat700-1,tuning,2,1.95519,-10.0,0.02,5.0,True,1
p_hat700-1,tuned,20,5.87459,-11.0,0.011,12.5,True,1
p_hat700-1,tuning,2,1.87893,-10.0,0.02,5.0,True,1
p_hat700-1,tuned,50,8.99499,-11.0,0.002,20.0,True,1
sanr200_0.7,tuning,2,1.73529,-18.0,0.02,0.0,True,1
sanr200_0.7,tuned,2,3.44959,-18.0,0.105,2.5,True,1
sanr200_0.7,tuning,2,1.73365,-18.0,0.02,0.0,True,1
sanr200_0.7,tuned,5,3.54465,-18.0,0.1,0.0,True,1
sanr200_0.7,tuning,2,1.70601,-18.0,0.02,0.0,True,1
sanr200_0.7,tuned,10,3.64566,-18.0,0.055,2.5,True,1
sanr200_0.7,tuning,2,1.70624,-18.0,0.02,0.0,True,1
sanr200_0.7,tuned,20,3.97829,-18.0,0.1,0.0,True,1
sanr200_0.7,tuning,2,1.89024,-18.0,0.02,0.0,True,1
sanr200_0.7,tuned,50,5.09593,-18.0,0.01,5.0,True,1
sanr200_0.9,tuning,2,1.82263,-41.0,0.01,5.0,True,1
sanr200_0.9,tuned,2,3.5446,-42.0,0.105,3.5,True,1
sanr200_0.9,tuning,2,1.92763,-41.0,0.01,5.0,True,1
sanr200_0.9,tuned,5,3.74271,-42.0,0.2,1.0,True,1
sanr200_0.9,tuning,2,1.8161,-41.0,0.01,5.0,True,1
sanr200_0.9,tuned,10,3.76227,-42.0,0.105,3.5,True,1
sanr200_0.9,tuning,2,1.74312,-41.0,0.01,5.0,True,1
sanr200_0.9,tuned,20,4.02264,-42.0,0.2,1.0,True,1
sanr200_0.9,tuning,2,1.81705,-41.0,0.01,5.0,True,1
sanr200_0.9,tuned,50,5.12133,-42.0,0.2,1.0,True,1
sanr400_0.5,tuning,2,1.8033,-12.0,0.005,1.0,True,1
sanr400_0.5,tuned,2,3.58889,-13.0,0.005,1.5,True,1
sanr400_0.5,tuning,2,1.8108,-12.0,0.005,1.0,True,1
sanr400_0.5,tuned,5,3.7929,-13.0,0.005,1.5,True,1
sanr400_0.5,tuning,2,1.82146,-12.0,0.005,1.0,True,1
sanr400_0.5,tuned,10,4.10933,-13.0,0.005,1.5,True,1
sanr400_0.5,tuning,2,1.79841,-12.0,0.005,1.0,True,1
sanr400_0.5,tuned,20,4.8024,-13.0,0.005,1.5,True,1
sanr400_0.5,tuning,2,1.83036,-12.0,0.005,1.0,True,1
sanr400_0.5,tuned,50,6.59319,-13.0,0.002,1.0,True,1
